segment_id,avg_signal,min_signal,provider_best_signal,provider_redundancy_score,dead_zone_flag,risk_score,handover_risk,safe_flag,estimated_bandwidth_mbps
S199458,66.77,63.74,71.41,120.27,0,0.157,0.05,1,66.69
S199459,66.74,63.84,71.23,120.1,0,0.157,0.05,1,66.57
S199460,66.77,63.74,71.23,120.22,0,0.157,0.05,1,66.59
S199461,66.53,64.92,68.02,118.01,0,0.158,0.05,1,64.71
S199462,67.05,64.83,69.4,119.58,0,0.156,0.05,1,65.92
S199463,66.58,64.83,68.24,118.23,0,0.158,0.05,1,64.87
S199464,66.29,64.95,67.85,117.4,0,0.159,0.05,1,64.39
S199465,66.37,64.95,67.95,117.6,0,0.159,0.05,1,64.52
S199466,66.39,64.99,67.79,117.57,0,0.159,0.05,1,64.45
S199467,66.37,64.95,67.95,117.6,0,0.159,0.05,1,64.52
S199468,66.38,64.89,68.04,117.7,0,0.159,0.05,1,64.57
S199469,66.49,64.92,67.95,117.9,0,0.158,0.05,1,64.63
S199470,66.72,64.64,68.96,118.88,0,0.157,0.05,1,65.37
S199471,65.82,64.97,67.26,116.18,0,0.161,0.05,1,63.64
S199472,66.07,65.02,67.91,116.88,0,0.16,0.05,1,64.21
S199473,66.16,64.82,68.39,117.35,0,0.16,0.05,1,64.54
S199474,66.37,64.87,68.29,117.76,0,0.159,0.05,1,64.69
S199475,65.61,64.13,67.52,116.4,0,0.162,0.05,1,63.57
S199476,65.7,64.5,67.39,116.29,0,0.162,0.05,1,63.59
S199477,44.52,42.72,46.78,95.38,0,0.289,0.05,0,35.79
S199478,44.51,42.57,46.98,95.5,0,0.289,0.05,0,35.87
S199479,44.52,42.57,46.78,95.56,0,0.289,0.05,0,35.79
S199480,44.03,41.61,46.36,95.04,0,0.291,0.05,0,35.24
S199481,44.04,41.65,46.34,95.02,0,0.291,0.05,0,35.24
S199482,44.26,41.89,46.76,95.43,0,0.29,0.05,0,35.59
S199483,44.26,41.89,46.76,95.43,0,0.29,0.05,0,35.59
S200293,63.48,62.21,65.82,112.62,0,0.172,0.05,1,60.71
S200294,63.48,62.21,65.82,112.62,0,0.172,0.05,1,60.71
S200295,63.57,62.22,66.06,112.87,0,0.171,0.05,1,60.92
S200339,70.09,65.85,72.61,126.46,0,0.142,0.05,1,70.55
S200341,70.21,67.82,72.18,125.16,0,0.142,0.05,1,70.44
S200342,69.89,67.56,71.88,124.54,0,0.143,0.05,1,69.97
S200343,69.57,67.18,71.59,124.04,0,0.144,0.05,1,69.5
S200344,70.04,67.75,72.03,124.79,0,0.142,0.05,1,70.2
S200345,69.89,67.56,71.88,124.54,0,0.143,0.05,1,69.97
S200346,70.05,67.63,72.04,124.9,0,0.142,0.05,1,70.21
S200347,70.13,67.94,72.08,124.85,0,0.142,0.05,1,70.31
S200348,70.04,67.75,72.03,124.79,0,0.142,0.05,1,70.2
S200349,70.3,68.03,72.25,125.21,0,0.141,0.05,1,70.57
S200350,70.13,67.94,72.08,124.85,0,0.142,0.05,1,70.31
S200351,72.11,69.14,73.89,128.86,0,0.133,0.05,1,73.24
S200359,70.06,68.45,72.93,124.52,0,0.142,0.05,1,70.69
S200360,70.66,68.44,74.78,126.36,0,0.14,0.05,1,72.27
S200361,70.05,68.44,72.93,124.51,0,0.142,0.05,1,70.68
S200362,68.35,67.87,69.11,120.17,0,0.15,0.05,1,67.02
S200363,68.34,67.85,69.11,120.16,0,0.15,0.05,1,67.01
S200364,71.98,69.03,73.77,128.63,0,0.134,0.05,1,73.04
S200365,71.89,68.89,73.69,128.51,0,0.134,0.05,1,72.91
S200366,67.33,67.27,67.39,117.88,0,0.155,0.05,1,65.15
S200367,71.67,70.3,73.48,126.9,0,0.135,0.05,1,72.58
S200368,71.67,70.3,73.48,126.9,0,0.135,0.05,1,72.58
S200369,67.28,65.1,68.4,119.65,0,0.155,0.05,1,65.62
S200370,69.76,68.93,71.04,123.03,0,0.144,0.05,1,69.4
S200371,65.54,59.76,68.73,119.84,0,0.163,0.05,1,64.13
S200372,65.44,58.85,69.03,120.37,0,0.163,0.05,1,64.19
S200373,64.29,55.94,68.78,119.88,0,0.168,0.05,1,62.97
S200374,64.92,57.85,68.78,119.89,0,0.165,0.05,1,63.56
S200427,52.81,50.4,57.57,104.67,0,0.242,0.05,1,47.23
S200428,52.96,50.47,57.9,105.06,0,0.241,0.05,1,47.5
S200429,52.96,50.47,57.9,105.06,0,0.241,0.05,1,47.5
S200430,52.8,50.33,57.67,104.7,0,0.242,0.05,1,47.26
S200431,52.87,50.39,57.77,104.85,0,0.242,0.05,1,47.37
S200432,52.89,50.41,57.79,104.89,0,0.241,0.05,1,47.39
S200433,52.89,50.41,57.79,104.89,0,0.241,0.05,1,47.39
S200434,52.92,50.42,57.85,104.96,0,0.241,0.05,1,47.45
S200435,53.0,50.48,57.98,105.15,0,0.241,0.05,1,47.58
S201041,56.38,51.83,58.81,102.68,0,0.204,0.05,1,50.88
S201042,56.46,52.15,58.76,102.61,0,0.203,0.05,1,50.93
S201050,58.71,56.86,59.76,104.4,0,0.193,0.05,1,53.39
S201051,58.8,57.08,59.78,104.43,0,0.193,0.05,1,53.48
S201052,58.71,56.86,59.76,104.4,0,0.193,0.05,1,53.39
S201265,58.9,57.84,59.52,104.02,0,0.192,0.05,1,53.44
S201266,58.92,57.87,59.54,104.05,0,0.192,0.05,1,53.47
S201267,58.9,57.84,59.52,104.02,0,0.192,0.05,1,53.44
S202131,65.32,57.82,69.4,120.96,0,0.164,0.05,1,64.26
S202132,65.17,57.55,69.3,120.79,0,0.164,0.05,1,64.07
S202133,65.17,57.23,69.47,121.07,0,0.164,0.05,1,64.15
S202134,65.17,57.23,69.47,121.07,0,0.164,0.05,1,64.15
S202135,65.17,57.23,69.47,121.07,0,0.164,0.05,1,64.15
S202136,65.0,56.84,69.43,120.99,0,0.165,0.05,1,63.97
S202137,65.0,56.84,69.43,120.99,0,0.165,0.05,1,63.97
S202138,65.0,56.84,69.43,120.99,0,0.165,0.05,1,63.97
S202139,64.73,56.17,69.35,120.85,0,0.166,0.05,1,63.67
S202140,64.73,56.17,69.35,120.85,0,0.166,0.05,1,63.67
S202141,64.73,56.17,69.35,120.85,0,0.166,0.05,1,63.67
S202142,58.93,57.25,59.9,104.64,0,0.192,0.05,1,53.65
S202143,58.85,57.03,59.88,104.6,0,0.193,0.05,1,53.57
S202144,59.01,57.31,59.98,104.78,0,0.192,0.05,1,53.76
S202145,60.08,59.67,60.4,105.54,0,0.187,0.05,1,54.92
S202146,60.23,59.9,60.5,105.71,0,0.186,0.05,1,55.11
S202147,60.3,60.22,60.43,105.61,0,0.186,0.05,1,55.14
S202148,59.23,57.89,60.02,104.86,0,0.191,0.05,1,53.98
S202149,58.54,56.44,59.72,104.33,0,0.194,0.05,1,53.22
S202150,58.7,56.82,59.76,104.39,0,0.193,0.05,1,53.38
S202151,58.67,56.68,59.8,104.46,0,0.193,0.05,1,53.37
S202152,58.85,57.03,59.88,104.6,0,0.193,0.05,1,53.57
S202153,58.67,56.68,59.8,104.46,0,0.193,0.05,1,53.37
S202154,58.8,57.01,59.82,104.5,0,0.193,0.05,1,53.5
S202155,59.55,58.76,60.05,104.92,0,0.19,0.05,1,54.28
S202156,59.14,57.76,59.95,104.73,0,0.191,0.05,1,53.86
S202157,59.14,57.76,59.95,104.73,0,0.191,0.05,1,53.86
S202204,65.43,58.02,69.47,121.08,0,0.163,0.05,1,64.4
S202205,65.32,57.82,69.4,120.96,0,0.164,0.05,1,64.26
S202206,65.32,57.82,69.4,120.96,0,0.164,0.05,1,64.26
S202438,67.87,64.56,71.42,122.15,0,0.152,0.05,1,67.76
S202439,67.97,64.43,71.42,122.47,0,0.152,0.05,1,67.85
S202440,67.97,64.43,71.42,122.47,0,0.152,0.05,1,67.85
S203669,67.29,63.3,72.0,121.92,0,0.155,0.05,1,67.5
S203670,67.48,63.3,72.98,122.6,0,0.154,0.05,1,68.19
S203671,67.34,63.55,72.0,121.84,0,0.154,0.05,1,67.55
S203672,67.21,63.3,72.16,121.77,0,0.155,0.05,1,67.5
S203673,67.09,63.28,72.2,121.53,0,0.156,0.05,1,67.41
S203674,67.07,63.28,72.26,121.51,0,0.156,0.05,1,67.42
S203675,67.29,63.28,72.91,122.17,0,0.155,0.05,1,67.97
S203676,65.43,58.02,69.47,121.08,0,0.163,0.05,1,64.4
S203677,65.62,58.35,69.59,121.29,0,0.162,0.05,1,64.64
S203678,65.43,58.02,69.47,121.08,0,0.163,0.05,1,64.4
S203704,60.87,54.13,70.01,113.86,0,0.184,0.05,1,60.38
S203705,60.02,52.59,69.41,112.96,0,0.187,0.05,1,59.29
S203706,59.96,52.68,69.12,112.67,0,0.188,0.05,1,59.09
S203707,60.87,54.13,70.01,113.86,0,0.184,0.05,1,60.38
S203900,70.37,67.5,72.32,125.78,0,0.141,0.05,1,70.68
S203901,70.54,67.86,72.47,125.93,0,0.14,0.05,1,70.92
S203902,70.37,67.5,72.32,125.79,0,0.141,0.05,1,70.68
S203903,70.37,67.5,72.32,125.78,0,0.141,0.05,1,70.68
S206350,64.63,58.22,68.07,118.77,0,0.167,0.05,1,62.93
S206351,64.49,58.17,67.87,118.44,0,0.167,0.05,1,62.69
S206352,64.83,58.69,68.13,118.88,0,0.166,0.05,1,63.15
S206353,64.95,59.0,68.15,118.92,0,0.165,0.05,1,63.27
S206354,64.83,58.69,68.13,118.88,0,0.166,0.05,1,63.15
S206355,65.12,59.22,68.31,119.18,0,0.164,0.05,1,63.51
S206356,64.83,58.69,68.13,118.88,0,0.166,0.05,1,63.15
S206357,65.12,59.22,68.31,119.18,0,0.164,0.05,1,63.51
S206358,64.67,58.28,68.1,118.82,0,0.166,0.05,1,62.98
S206359,64.63,58.22,68.07,118.77,0,0.167,0.05,1,62.93
S206360,64.63,58.22,68.07,118.77,0,0.167,0.05,1,62.93
S206361,65.57,60.13,68.53,119.57,0,0.162,0.05,1,64.05
S206362,65.61,60.27,68.52,119.55,0,0.162,0.05,1,64.09
S206363,65.57,60.13,68.52,119.55,0,0.162,0.05,1,64.05
S206364,65.01,59.16,68.16,118.95,0,0.165,0.05,1,63.33
S206365,64.95,59.0,68.15,118.92,0,0.165,0.05,1,63.27
S206366,65.57,60.13,68.52,119.55,0,0.162,0.05,1,64.05
S206367,67.03,62.76,69.41,121.1,0,0.156,0.05,1,65.9
S206368,67.06,62.86,69.41,121.1,0,0.156,0.05,1,65.93
S206369,67.08,62.76,69.49,121.23,0,0.156,0.05,1,65.99
S206370,67.03,62.76,69.41,121.1,0,0.156,0.05,1,65.9
S206407,69.42,68.41,71.2,122.7,0,0.145,0.05,1,69.15
S206408,69.45,68.44,71.2,122.74,0,0.145,0.05,1,69.18
S206409,69.42,68.41,71.2,122.7,0,0.145,0.05,1,69.15
S206410,69.57,68.38,71.68,123.18,0,0.144,0.05,1,69.55
S206411,69.38,68.56,70.76,122.37,0,0.145,0.05,1,68.88
S206412,69.16,68.62,70.01,121.66,0,0.146,0.05,1,68.27
S206413,69.22,68.56,70.28,121.89,0,0.146,0.05,1,68.47
S206414,69.38,68.55,70.76,122.38,0,0.145,0.05,1,68.88
S206415,69.46,68.53,71.04,122.64,0,0.145,0.05,1,69.11
S206416,69.38,68.56,70.76,122.37,0,0.145,0.05,1,68.88
S206417,68.94,68.6,69.32,121.0,0,0.147,0.05,1,67.7
S206418,68.94,68.6,69.32,121.0,0,0.147,0.05,1,67.7
S206419,68.92,68.67,69.15,120.85,0,0.147,0.05,1,67.59
S206420,68.93,68.53,69.5,121.07,0,0.147,0.05,1,67.78
S206421,68.94,68.6,69.32,121.0,0,0.147,0.05,1,67.7
S206422,68.94,68.6,69.32,121.0,0,0.147,0.05,1,67.7
S206423,69.02,68.7,69.33,121.11,0,0.147,0.05,1,67.78
S206424,69.04,68.69,69.33,121.16,0,0.147,0.05,1,67.8
S206425,69.15,68.66,69.84,121.55,0,0.146,0.05,1,68.17
S206426,69.04,68.69,69.33,121.16,0,0.147,0.05,1,67.8
S206427,69.05,68.82,69.48,121.12,0,0.147,0.05,1,67.89
S206428,69.1,68.69,69.5,121.33,0,0.147,0.05,1,67.95
S206822,64.4,61.42,68.2,115.89,0,0.168,0.05,1,62.78
S206823,63.26,60.72,65.38,113.13,0,0.173,0.05,1,60.29
S207533,69.52,68.75,70.32,122.44,0,0.145,0.05,1,68.79
S207534,70.17,69.75,71.01,123.33,0,0.142,0.05,1,69.79
S207535,69.51,68.73,70.29,122.42,0,0.145,0.05,1,68.76
S207536,69.46,68.63,70.22,122.37,0,0.145,0.05,1,68.68
S207537,68.44,66.76,69.45,121.29,0,0.15,0.05,1,67.28
S207538,68.44,66.76,69.46,121.29,0,0.15,0.05,1,67.29
S207539,68.44,66.76,69.46,121.29,0,0.15,0.05,1,67.29
S207540,68.74,67.42,69.57,121.48,0,0.148,0.05,1,67.63
S207541,68.05,65.98,69.26,120.94,0,0.151,0.05,1,66.81
S207542,68.05,65.98,69.25,120.93,0,0.151,0.05,1,66.8
S207543,68.05,65.98,69.26,120.94,0,0.151,0.05,1,66.81
S207544,68.43,66.72,69.46,121.29,0,0.15,0.05,1,67.28
S207545,68.73,67.42,69.54,121.46,0,0.148,0.05,1,67.61
S207546,68.69,67.34,69.54,121.44,0,0.148,0.05,1,67.57
S207547,68.73,67.42,69.54,121.46,0,0.148,0.05,1,67.61
S207548,69.52,68.73,70.29,122.45,0,0.145,0.05,1,68.77
S208295,67.48,65.47,68.66,119.89,0,0.154,0.05,1,65.95
S215000,68.35,63.57,72.99,124.35,0,0.15,0.05,1,69.05
S215001,68.41,63.57,72.88,124.48,0,0.15,0.05,1,69.05
S215929,69.64,68.87,70.31,122.61,0,0.144,0.05,1,68.9
S215930,69.3,69.07,69.7,121.55,0,0.146,0.05,1,68.25
S215931,69.33,68.87,69.94,121.83,0,0.146,0.05,1,68.4
S215932,69.33,68.87,69.94,121.83,0,0.146,0.05,1,68.4
S223910,68.15,66.43,71.58,121.4,0,0.151,0.05,1,68.11
S223911,67.86,66.43,70.73,120.55,0,0.152,0.05,1,67.39
S223912,67.8,66.62,70.13,120.12,0,0.152,0.05,1,67.02
S223913,66.6,64.76,67.55,118.17,0,0.158,0.05,1,64.53
S223914,66.58,64.82,67.49,118.06,0,0.158,0.05,1,64.48
S223915,66.68,64.92,67.58,118.23,0,0.157,0.05,1,64.62
S223916,68.46,64.6,76.15,124.63,0,0.149,0.05,1,70.83
S223917,66.8,64.23,71.83,120.08,0,0.157,0.05,1,66.94
S223918,66.57,63.89,71.82,119.82,0,0.158,0.05,1,66.71
S223919,67.25,63.97,73.75,121.78,0,0.155,0.05,1,68.37
S223920,66.8,64.23,71.83,120.08,0,0.157,0.05,1,66.94
S224788,67.19,67.07,67.44,117.74,0,0.155,0.05,1,65.04
S224789,67.54,67.44,67.6,118.29,0,0.154,0.05,1,65.46
S225307,61.34,59.12,62.61,109.32,0,0.181,0.05,1,57.14
S225308,61.31,59.06,62.6,109.3,0,0.182,0.05,1,57.11
S225309,61.31,59.06,62.6,109.3,0,0.182,0.05,1,57.11
S225365,68.51,63.69,72.4,124.48,0,0.149,0.05,1,68.89
S225366,68.3,63.3,72.16,124.24,0,0.15,0.05,1,68.56
S225531,58.5,52.75,65.98,109.61,0,0.199,0.05,1,56.21
S225777,71.37,70.21,72.26,125.99,0,0.136,0.05,1,71.63
S225778,71.0,70.07,71.88,125.18,0,0.138,0.05,1,71.06
S225779,71.02,70.12,71.88,125.18,0,0.138,0.05,1,71.08
S225780,70.72,70.16,71.38,124.35,0,0.139,0.05,1,70.52
S225781,70.56,70.16,71.13,123.91,0,0.14,0.05,1,70.23
S225782,71.04,70.4,71.58,124.92,0,0.138,0.05,1,70.94
S225783,71.26,70.43,71.87,125.49,0,0.137,0.05,1,71.31
S225784,71.04,70.4,71.58,124.92,0,0.138,0.05,1,70.94
S225785,70.72,70.16,71.38,124.35,0,0.139,0.05,1,70.52
S225786,71.02,70.12,71.88,125.18,0,0.138,0.05,1,71.08
S225787,71.38,70.25,72.26,125.99,0,0.136,0.05,1,71.64
S225788,71.37,70.21,72.26,125.99,0,0.136,0.05,1,71.63
S225789,71.92,70.42,72.83,127.22,0,0.134,0.05,1,72.48
S225790,71.38,70.25,72.26,125.99,0,0.136,0.05,1,71.64
S225791,70.56,70.16,71.13,123.91,0,0.14,0.05,1,70.23
S225792,70.75,70.51,71.11,124.08,0,0.139,0.05,1,70.41
S225793,71.04,70.4,71.58,124.92,0,0.138,0.05,1,70.94
S225794,70.75,70.51,71.11,124.08,0,0.139,0.05,1,70.41
S225981,68.3,63.24,73.05,124.5,0,0.15,0.05,1,69.03
S225982,68.58,63.24,73.05,125.13,0,0.149,0.05,1,69.3
S226324,67.47,65.07,68.96,120.25,0,0.154,0.05,1,66.09
S226325,67.44,64.98,68.96,120.25,0,0.154,0.05,1,66.06
S232711,68.31,65.13,74.52,123.47,0,0.15,0.05,1,69.81
S232712,68.67,65.13,75.62,124.57,0,0.148,0.05,1,70.75
S232713,68.31,65.13,74.52,123.47,0,0.15,0.05,1,69.81
S232714,68.29,65.08,74.52,123.46,0,0.15,0.05,1,69.8
S234493,67.6,63.36,72.07,122.6,0,0.153,0.05,1,67.83
S234494,67.49,63.09,72.44,122.64,0,0.154,0.05,1,67.92
S234495,67.85,63.37,72.07,123.15,0,0.152,0.05,1,68.08
S234496,67.54,63.55,71.43,122.15,0,0.154,0.05,1,67.44
S234497,67.6,63.36,72.07,122.6,0,0.153,0.05,1,67.83
S237224,67.75,65.11,72.84,121.81,0,0.153,0.05,1,68.38
S237225,67.79,65.12,72.96,121.93,0,0.152,0.05,1,68.49
S237226,67.96,65.43,72.84,122.05,0,0.152,0.05,1,68.59
S237227,65.3,65.09,65.49,114.48,0,0.164,0.05,1,62.25
S237228,65.38,65.09,65.75,114.73,0,0.163,0.05,1,62.46
S237238,57.08,54.61,58.4,102.08,0,0.201,0.05,1,51.3
S237239,56.89,54.25,58.3,101.9,0,0.201,0.05,1,51.09
S237240,56.89,54.25,58.3,101.9,0,0.201,0.05,1,51.09
S237245,56.89,54.25,58.3,101.9,0,0.201,0.05,1,51.09
S237319,65.49,59.76,68.61,119.69,0,0.163,0.05,1,64.02
S237320,65.45,59.67,68.58,119.65,0,0.163,0.05,1,63.96
S237342,66.8,64.06,70.31,119.84,0,0.157,0.05,1,66.15
S237343,66.84,64.24,70.24,119.77,0,0.157,0.05,1,66.15
S237344,67.0,64.08,70.24,120.26,0,0.156,0.05,1,66.3
S237345,66.97,64.08,70.13,120.15,0,0.156,0.05,1,66.22
S237346,67.05,64.28,70.05,120.16,0,0.156,0.05,1,66.25
S237347,67.0,64.08,70.24,120.26,0,0.156,0.05,1,66.3
S237385,66.82,65.63,67.53,118.0,0,0.157,0.05,1,64.73
S237386,66.84,65.63,67.61,118.08,0,0.157,0.05,1,64.79
S237434,66.29,60.86,75.12,122.28,0,0.159,0.05,1,68.16
S237435,66.25,61.13,75.15,122.01,0,0.159,0.05,1,68.13
S237436,66.87,61.13,77.02,123.86,0,0.157,0.05,1,69.72
S237437,66.81,62.35,75.15,122.34,0,0.157,0.05,1,68.68
S237438,66.25,61.13,75.15,122.01,0,0.159,0.05,1,68.13
S237603,63.81,60.01,69.94,116.04,0,0.17,0.05,1,63.1
S237604,63.86,60.01,69.94,116.16,0,0.17,0.05,1,63.15
S237605,63.88,60.0,70.36,116.32,0,0.17,0.05,1,63.38
S237606,63.81,60.01,69.94,116.04,0,0.17,0.05,1,63.1
S237627,62.29,59.63,66.25,111.98,0,0.177,0.05,1,59.82
S237628,62.29,59.63,66.25,111.98,0,0.177,0.05,1,59.82
S237629,62.29,59.63,66.25,111.98,0,0.177,0.05,1,59.82
S237630,63.24,59.86,68.45,114.52,0,0.173,0.05,1,61.81
S237679,61.5,61.38,61.63,107.74,0,0.181,0.05,1,56.81
S237680,61.57,61.39,61.69,107.92,0,0.18,0.05,1,56.9
S237681,61.51,61.39,61.64,107.77,0,0.181,0.05,1,56.82
S237845,59.11,58.56,59.45,103.93,0,0.192,0.05,1,53.6
S237846,59.11,58.56,59.45,103.93,0,0.192,0.05,1,53.6
S237953,68.8,68.58,69.15,120.65,0,0.148,0.05,1,67.47
S237954,69.17,68.1,70.47,122.18,0,0.146,0.05,1,68.52
S237955,68.7,68.1,69.33,120.83,0,0.148,0.05,1,67.47
S238059,66.51,65.99,66.86,116.88,0,0.158,0.05,1,64.09
S238060,66.9,66.68,67.14,117.29,0,0.156,0.05,1,64.61
S238061,67.06,66.66,67.67,117.82,0,0.156,0.05,1,65.03
S238062,67.15,66.72,67.79,117.99,0,0.155,0.05,1,65.18
S238063,67.1,66.63,67.82,117.95,0,0.156,0.05,1,65.15
S238684,65.86,61.65,68.16,118.99,0,0.161,0.05,1,64.14
S238685,66.04,62.53,67.97,118.69,0,0.16,0.05,1,64.21
S238686,66.04,62.53,67.97,118.69,0,0.16,0.05,1,64.21
S238687,65.82,62.53,67.63,118.1,0,0.161,0.05,1,63.83
S239576,66.91,63.56,68.76,120.06,0,0.156,0.05,1,65.45
S239577,67.01,63.88,68.76,120.06,0,0.156,0.05,1,65.55
S239578,67.06,63.82,68.88,120.25,0,0.156,0.05,1,65.66
S239579,67.19,63.96,69.0,120.46,0,0.155,0.05,1,65.84
S239580,67.06,63.82,68.88,120.25,0,0.156,0.05,1,65.66
S239581,65.54,59.97,68.58,119.64,0,0.163,0.05,1,64.05
S239582,65.55,60.04,68.55,119.6,0,0.163,0.05,1,64.04
S239583,66.15,61.24,68.84,120.11,0,0.16,0.05,1,64.76
S239584,67.28,64.05,70.57,120.98,0,0.155,0.05,1,66.74
S239585,67.01,64.05,70.3,120.32,0,0.156,0.05,1,66.34
S239586,66.97,64.08,70.13,120.15,0,0.156,0.05,1,66.22
S239587,67.28,64.05,70.57,120.98,0,0.155,0.05,1,66.74
S239588,67.58,63.37,71.28,122.36,0,0.153,0.05,1,67.4
S239589,67.56,63.38,71.12,122.26,0,0.153,0.05,1,67.3
S240723,67.09,63.28,72.2,121.53,0,0.156,0.05,1,67.41
S240724,67.12,63.35,72.16,121.55,0,0.155,0.05,1,67.42
S240725,67.21,63.3,72.16,121.77,0,0.155,0.05,1,67.5
S240726,67.12,63.35,72.16,121.55,0,0.155,0.05,1,67.42
S240727,67.09,63.35,72.07,121.46,0,0.156,0.05,1,67.34
S240728,67.22,63.62,72.0,121.54,0,0.155,0.05,1,67.43
S240729,65.54,60.04,68.54,119.58,0,0.163,0.05,1,64.03
S240730,65.55,60.04,68.55,119.6,0,0.163,0.05,1,64.04
S240731,65.57,60.11,68.54,119.58,0,0.162,0.05,1,64.06
S240732,65.54,60.04,68.54,119.58,0,0.163,0.05,1,64.03
S241452,69.05,67.86,70.19,122.02,0,0.147,0.05,1,68.26
S241499,68.72,67.44,69.63,121.44,0,0.148,0.05,1,67.65
S241500,68.71,67.44,69.63,121.43,0,0.148,0.05,1,67.64
S241501,68.72,67.44,69.63,121.44,0,0.148,0.05,1,67.65
S241502,69.65,68.9,70.63,122.69,0,0.144,0.05,1,69.08
S241997,71.35,70.04,72.45,126.11,0,0.136,0.05,1,71.71
S241998,71.35,70.04,72.45,126.11,0,0.136,0.05,1,71.71
S241999,70.92,69.98,71.87,125.05,0,0.138,0.05,1,70.98
S243399,71.42,70.44,72.08,125.88,0,0.136,0.05,1,71.58
S243400,71.93,70.44,72.83,127.22,0,0.134,0.05,1,72.49
S243401,71.42,70.44,72.08,125.88,0,0.136,0.05,1,71.58
S244091,64.24,60.12,71.57,117.35,0,0.168,0.05,1,64.35
S244092,64.22,60.11,71.53,117.3,0,0.169,0.05,1,64.31
S244234,62.14,60.77,62.98,109.98,0,0.178,0.05,1,58.06
S244235,62.29,61.06,63.06,110.13,0,0.177,0.05,1,58.23
S244236,62.33,61.06,63.12,110.24,0,0.177,0.05,1,58.3
S244237,64.04,63.52,64.84,112.66,0,0.169,0.05,1,60.74
S244568,57.19,54.85,58.43,102.14,0,0.2,0.05,1,51.41
S245207,64.99,63.99,66.78,114.93,0,0.165,0.05,1,62.61
S245296,66.6,65.5,67.19,117.51,0,0.158,0.05,1,64.35
S245297,66.58,65.54,67.14,117.43,0,0.158,0.05,1,64.3
S245298,66.71,65.74,67.22,117.58,0,0.157,0.05,1,64.47
S245299,66.85,66.72,66.95,117.11,0,0.157,0.05,1,64.46
S245300,66.92,66.72,67.06,117.3,0,0.156,0.05,1,64.58
S245301,66.86,66.2,67.22,117.58,0,0.157,0.05,1,64.61
S245302,66.75,66.2,67.06,117.3,0,0.157,0.05,1,64.42
S245303,66.92,66.72,67.06,117.3,0,0.156,0.05,1,64.58
S245304,66.51,65.33,67.15,117.44,0,0.158,0.05,1,64.24
S245305,66.46,65.07,67.21,117.54,0,0.158,0.05,1,64.22
S245306,66.53,65.3,67.19,117.51,0,0.158,0.05,1,64.28
S245307,66.46,65.07,67.21,117.54,0,0.158,0.05,1,64.22
S245308,66.43,64.82,67.28,117.67,0,0.159,0.05,1,64.23
S245309,66.48,64.94,67.3,117.71,0,0.158,0.05,1,64.29
S245310,66.51,65.22,67.21,117.54,0,0.158,0.05,1,64.27
S245311,66.39,64.66,67.3,117.71,0,0.159,0.05,1,64.2
S245312,66.44,64.69,67.37,117.83,0,0.159,0.05,1,64.29
S245313,66.48,64.94,67.3,117.71,0,0.158,0.05,1,64.29
S245314,66.47,65.33,67.08,117.32,0,0.158,0.05,1,64.17
S245315,66.42,65.22,67.06,117.28,0,0.159,0.05,1,64.11
S245316,66.51,65.22,67.21,117.54,0,0.158,0.05,1,64.27
S245317,66.38,64.44,67.4,117.87,0,0.159,0.05,1,64.24
S245318,66.4,64.33,67.49,118.03,0,0.159,0.05,1,64.31
S245319,66.43,64.6,67.4,117.87,0,0.159,0.05,1,64.29
S245320,66.37,64.6,67.3,117.69,0,0.159,0.05,1,64.18
S245321,66.39,64.66,67.3,117.71,0,0.159,0.05,1,64.2
S245322,66.43,64.6,67.4,117.87,0,0.159,0.05,1,64.29
S245323,66.33,63.64,67.71,118.43,0,0.159,0.05,1,64.36
S245324,66.44,64.11,67.65,118.32,0,0.159,0.05,1,64.43
S245325,66.47,64.18,67.65,118.33,0,0.158,0.05,1,64.46
S245326,66.39,64.18,67.53,118.12,0,0.159,0.05,1,64.32
S245327,66.56,64.7,67.53,118.12,0,0.158,0.05,1,64.48
S245328,66.47,64.18,67.65,118.33,0,0.158,0.05,1,64.46
S245329,66.65,64.09,67.98,118.89,0,0.158,0.05,1,64.8
S245330,66.54,63.88,67.92,118.78,0,0.158,0.05,1,64.66
S245331,66.62,64.13,67.92,118.78,0,0.158,0.05,1,64.74
S245332,66.74,64.65,67.85,118.64,0,0.157,0.05,1,64.82
S245333,66.68,64.46,67.85,118.64,0,0.157,0.05,1,64.76
S245334,66.72,64.51,67.88,118.7,0,0.157,0.05,1,64.82
S245335,66.85,64.82,67.92,118.77,0,0.157,0.05,1,64.96
S245336,66.74,64.65,67.85,118.64,0,0.157,0.05,1,64.82
S245337,66.73,64.65,67.83,118.62,0,0.157,0.05,1,64.8
S245338,66.41,64.09,67.62,118.26,0,0.159,0.05,1,64.39
S245339,66.37,63.93,67.65,118.3,0,0.159,0.05,1,64.36
S245340,66.68,64.46,67.85,118.64,0,0.157,0.05,1,64.76
S245341,66.37,63.93,67.65,118.3,0,0.159,0.05,1,64.36
S245342,66.3,63.69,67.66,118.32,0,0.159,0.05,1,64.3
S245343,66.64,64.27,67.89,118.72,0,0.158,0.05,1,64.74
S245344,66.69,64.39,67.89,118.72,0,0.157,0.05,1,64.79
S245345,66.64,64.27,67.89,118.72,0,0.158,0.05,1,64.74
S245346,66.66,64.27,67.9,118.75,0,0.158,0.05,1,64.77
